ID, urlImg
AE, https://flagcdn.com/256x192/ae.png
AF, https://flagcdn.com/256x192/af.png
AL, https://flagcdn.com/256x192/al.png
AM, https://flagcdn.com/256x192/am.png
AO, https://flagcdn.com/256x192/ao.png
AR, https://flagcdn.com/256x192/ar.png
AT, https://flagcdn.com/256x192/at.png
AU, https://flagcdn.com/256x192/au.png
AZ, https://flagcdn.com/256x192/az.png
BA, https://flagcdn.com/256x192/ba.png
BD, https://flagcdn.com/256x192/bd.png
BE, https://flagcdn.com/256x192/be.png
BF, https://flagcdn.com/256x192/bf.png
BG, https://flagcdn.com/256x192/bg.png
BH, https://flagcdn.com/256x192/bh.png
BI, https://flagcdn.com/256x192/bi.png
BJ, https://flagcdn.com/256x192/bj.png
BO, https://flagcdn.com/256x192/bo.png
BR, https://flagcdn.com/256x192/br.png
BT, https://flagcdn.com/256x192/bt.png
BW, https://flagcdn.com/256x192/bw.png
BY, https://flagcdn.com/256x192/by.png
BZ, https://flagcdn.com/256x192/bz.png
CA, https://flagcdn.com/256x192/ca.png
CF, https://flagcdn.com/256x192/cf.png
CG, https://flagcdn.com/256x192/cg.png
CH, https://flagcdn.com/256x192/ch.png
CI, https://flagcdn.com/256x192/ci.png
CL, https://flagcdn.com/256x192/cl.png
CM, https://flagcdn.com/256x192/cm.png
CN, https://flagcdn.com/256x192/cn.png
CO, https://flagcdn.com/256x192/co.png
CR, https://flagcdn.com/256x192/cr.png
CU, https://flagcdn.com/256x192/cu.png
CV, https://flagcdn.com/256x192/cv.png
CY, https://flagcdn.com/256x192/cy.png
CZ, https://flagcdn.com/256x192/cz.png
DE, https://flagcdn.com/256x192/de.png
DJ, https://flagcdn.com/256x192/dj.png
DK, https://flagcdn.com/256x192/dk.png
DO, https://flagcdn.com/256x192/do.png
DZ, https://flagcdn.com/256x192/dz.png
EC, https://flagcdn.com/256x192/ec.png
EE, https://flagcdn.com/256x192/ee.png
EG, https://flagcdn.com/256x192/eg.png
ES, https://flagcdn.com/256x192/es.png
ET, https://flagcdn.com/256x192/et.png
FI, https://flagcdn.com/256x192/fi.png
FJ, https://flagcdn.com/256x192/fj.png
FR, https://flagcdn.com/256x192/fr.png
GA, https://flagcdn.com/256x192/ga.png
GE, https://flagcdn.com/256x192/ge.png
GH, https://flagcdn.com/256x192/gh.png
GN, https://flagcdn.com/256x192/gn.png
GQ, https://flagcdn.com/256x192/gq.png
GR, https://flagcdn.com/256x192/gr.png
GT, https://flagcdn.com/256x192/gt.png
GW, https://flagcdn.com/256x192/gw.png
GY, https://flagcdn.com/256x192/gy.png
HK, https://flagcdn.com/256x192/hk.png
